# popc % Change in inner leaflet for pp flat
#  1st Col = Time (us)	 2nd Col = % Change
0.000000000000000000e+00 7.170087827956961313e-02
8.077544426494346220e-04 7.124354708519464729e-02
1.615508885298869244e-03 6.710248171681308660e-02
2.423263327948304083e-03 6.266710182586532341e-02
3.231017770597738488e-03 5.873490385920954876e-02
4.038772213247172893e-03 5.058001860912121617e-02
4.846526655896608166e-03 4.167131986060069321e-02
5.654281098546042571e-03 3.317979326673504287e-02
6.462035541195476976e-03 2.336622537980504247e-02
7.269789983844911381e-03 1.231232524841629691e-02
8.077544426494345786e-03 5.504314578277375372e-03
8.885298869143781059e-03 -1.991833312136929730e-03
9.693053311793216331e-03 -1.324409484406730356e-02
1.050080775444264987e-02 -2.127853531313483870e-02
1.130856219709208514e-02 -3.042751219839457538e-02
1.211631663974151868e-02 -3.888605798621403570e-02
1.292407108239095395e-02 -4.795463177297776963e-02
1.373182552504038922e-02 -5.631303448784998056e-02
1.453957996768982276e-02 -6.848192992262271128e-02
1.534733441033925803e-02 -7.629378306933332077e-02
1.615508885298869157e-02 -8.221970862688987580e-02
1.696284329563812684e-02 -8.825039120423472383e-02
1.777059773828756212e-02 -9.045898559046339216e-02
1.857835218093699739e-02 -9.571434703020242907e-02
1.938610662358643266e-02 -1.051723456619091529e-01
2.019386106623586447e-02 -1.139737158099551895e-01
2.100161550888529974e-02 -1.206703837614360453e-01
2.180936995153473501e-02 -1.257871795059699871e-01
2.261712439418417028e-02 -1.347309792112685312e-01
2.342487883683360556e-02 -1.398534720957178568e-01
2.423263327948303736e-02 -1.464558125953876466e-01
2.504038772213247263e-02 -1.554046483423938696e-01
2.584814216478190790e-02 -1.628558454555657786e-01
2.665589660743134318e-02 -1.692796974283570233e-01
2.746365105008077845e-02 -1.727129737969645973e-01
2.827140549273021025e-02 -1.763339580994844613e-01
2.907915993537964552e-02 -1.749681264163711614e-01
2.988691437802908080e-02 -1.738271450167652166e-01
3.069466882067851607e-02 -1.796392116384482041e-01
3.150242326332795134e-02 -1.818569165552266220e-01
3.231017770597738314e-02 -1.815862152102318827e-01
3.311793214862682189e-02 -1.809223880039554644e-01
3.392568659127625369e-02 -1.831221632515294129e-01
3.473344103392568549e-02 -1.831853420380344932e-01
3.554119547657512423e-02 -1.803809352511580588e-01
3.634894991922455604e-02 -1.779825581400700518e-01
3.715670436187399478e-02 -1.768158955385885911e-01
3.796445880452342658e-02 -1.715505083168191724e-01
3.877221324717286532e-02 -1.672920288088550755e-01
3.957996768982229713e-02 -1.652216980193219609e-01
4.038772213247172893e-02 -1.677265508203922284e-01
4.119547657512116767e-02 -1.706617476901250985e-01
4.200323101777059948e-02 -1.719091215437049680e-01
4.281098546042003822e-02 -1.716956969182361625e-01
4.361873990306947002e-02 -1.730272574445348432e-01
4.442649434571890182e-02 -1.766617425486052551e-01
4.523424878836834057e-02 -1.789927122727754671e-01
4.604200323101777237e-02 -1.794418693053005942e-01
4.684975767366721111e-02 -1.748256612162306933e-01
4.765751211631664291e-02 -1.746724527434428964e-01
4.846526655896607472e-02 -1.723639011657336351e-01
4.927302100161551346e-02 -1.706117193597274373e-01
5.008077544426494526e-02 -1.634343920037235887e-01
5.088852988691438400e-02 -1.610208584623284978e-01
5.169628432956381581e-02 -1.577339876970866861e-01
5.250403877221324761e-02 -1.584149040613365422e-01
5.331179321486268635e-02 -1.578944028592257354e-01
5.411954765751211816e-02 -1.569268385531632504e-01
5.492730210016155690e-02 -1.515032578844545952e-01
5.573505654281098870e-02 -1.506785994150627861e-01
5.654281098546042050e-02 -1.499250223918298097e-01
5.735056542810985925e-02 -1.499392103081009786e-01
5.815831987075929105e-02 -1.480614146346215243e-01
5.896607431340872979e-02 -1.480282776471910644e-01
5.977382875605816159e-02 -1.440093209339665670e-01
6.058158319870759340e-02 -1.352639122712637754e-01
6.138933764135703214e-02 -1.324881848969992060e-01
6.219709208400646394e-02 -1.316824595236383566e-01
6.300484652665590268e-02 -1.317066698354840693e-01
6.381260096930534143e-02 -1.337425976931767568e-01
6.462035541195476629e-02 -1.328037941784296905e-01
6.542810985460420503e-02 -1.332084698748596807e-01
6.623586429725364377e-02 -1.364164734473154450e-01
6.704361873990306864e-02 -1.358410194481299016e-01
6.785137318255250738e-02 -1.369096700022980340e-01
6.865912762520194612e-02 -1.372453177118173606e-01
6.946688206785137099e-02 -1.420442396004222008e-01
7.027463651050080973e-02 -1.442806049052849371e-01
7.108239095315024847e-02 -1.415410776612431309e-01
7.189014539579968721e-02 -1.450710214067627568e-01
7.269789983844911208e-02 -1.482079855685762837e-01
7.350565428109855082e-02 -1.513308586449713389e-01
7.431340872374798956e-02 -1.575154453696910040e-01
7.512116316639741442e-02 -1.607263442161519784e-01
7.592891760904685317e-02 -1.645435277685125541e-01
7.673667205169629191e-02 -1.683778884986824043e-01
7.754442649434573065e-02 -1.677948387380929773e-01
7.835218093699515551e-02 -1.726396765497304198e-01
7.915993537964459426e-02 -1.730934609489092058e-01
7.996768982229403300e-02 -1.701943800152179165e-01
8.077544426494345786e-02 -1.690791585902411409e-01
8.158319870759289660e-02 -1.681282598849865029e-01
8.239095315024233535e-02 -1.679802361289342294e-01
8.319870759289176021e-02 -1.708914115824786695e-01
8.400646203554119895e-02 -1.727703045276556271e-01
8.481421647819063769e-02 -1.687881476886070875e-01
8.562197092084007644e-02 -1.665291862137134871e-01
8.642972536348950130e-02 -1.664993747943377400e-01
8.723747980613894004e-02 -1.680415784455444872e-01
8.804523424878837878e-02 -1.634991192324610765e-01
8.885298869143780365e-02 -1.645478522924248843e-01
8.966074313408724239e-02 -1.643083019297764402e-01
9.046849757673668113e-02 -1.678764831354773446e-01
9.127625201938610600e-02 -1.729662130297245082e-01
9.208400646203554474e-02 -1.766279146062519623e-01
9.289176090468498348e-02 -1.792006709872446812e-01
9.369951534733442222e-02 -1.802883304898490469e-01
9.450726978998384709e-02 -1.775951398396065084e-01
