# PC Partitioning in PC/POPE/CDL-2 System Inner Leaflet
# 1st Col = Rho	 2nd Col = Z	 3rd Col = % Change
7.917844006100669851e+00 9.142553781233762056e-01 -5.757130807676777984e+00
7.934424294060634431e+00 2.699807361858050481e+00 -5.080319913160629142e+00
7.935299800030729322e+00 4.480280266780694021e+00 -3.944759743558776677e+00
7.939649576535932063e+00 6.258786212795994786e+00 -3.413912324667059295e+00
7.942789680549234177e+00 7.970581860834829335e+00 -3.762501601815650965e+00
7.940281168608016138e+00 9.739821835416256235e+00 -4.915091540856620256e+00
7.930379286618933321e+00 1.155468512909721746e+01 -5.107731754502808030e+00
7.911361974532749919e+00 1.337200434448016040e+01 -1.912408476160505355e+00
7.920385548999791858e+00 1.525077968517384797e+01 0.000000000000000000e+00
8.098297251771205296e+00 1.714853710608037574e+01 0.000000000000000000e+00
8.559976881778421642e+00 1.900178526503629683e+01 0.000000000000000000e+00
9.268497190932405871e+00 2.066876567614150417e+01 1.786832701920646471e+00
1.014383454460653233e+01 2.210815592452617295e+01 1.831015798502191316e+00
1.113231508543631776e+01 2.334899144622290734e+01 3.110715214251887240e+00
1.219592244308901385e+01 2.436911049754506209e+01 3.425919544401334171e+00
1.326163034656948092e+01 2.518263728045637961e+01 3.915539748622911098e+00
1.432570977165476123e+01 2.582902487923777812e+01 4.021870974237839569e+00
1.537782496959400902e+01 2.633317186800692156e+01 4.014207284885367599e+00
1.641823069576737737e+01 2.670402439558694141e+01 4.055575215808920220e+00
1.744237702524414502e+01 2.697385818143543545e+01 4.445974391527338199e+00
1.843196695069568136e+01 2.714479808117154747e+01 3.825752849835202252e+00
1.935634926803940914e+01 2.723049249796882165e+01 2.707742785700730792e+00
2.022276000934702722e+01 2.720365585203596126e+01 1.973488696246119556e+00
2.103377879224206026e+01 2.718339442836863284e+01 0.000000000000000000e+00
2.181248671586853050e+01 2.716697864000895635e+01 0.000000000000000000e+00
2.252396911862579287e+01 2.715913940257784276e+01 0.000000000000000000e+00
2.322488934973318209e+01 2.715803624233486602e+01 0.000000000000000000e+00
2.391961128755218624e+01 2.715380800768182468e+01 0.000000000000000000e+00
2.457053139527905472e+01 2.715194964544719269e+01 0.000000000000000000e+00
2.520821268031198770e+01 2.715257898548487958e+01 0.000000000000000000e+00
2.582850890175981817e+01 2.715206653704954576e+01 0.000000000000000000e+00
2.644038674756162521e+01 2.715089270687141010e+01 0.000000000000000000e+00
2.708407781818471349e+01 2.715341106013363515e+01 0.000000000000000000e+00
2.775008941584733790e+01 2.715680740063839949e+01 0.000000000000000000e+00
2.845221494055237699e+01 2.716074584114514323e+01 -1.970786713340974883e+00
2.923945826687651817e+01 2.716149368791126761e+01 -2.197369915719642020e+00
3.015045816294713177e+01 2.715885090407778080e+01 -2.229130337693450592e+00
3.120962319919930295e+01 2.715034773181631778e+01 -2.505452088810549149e+00
3.250572223662032911e+01 2.715046278141895542e+01 -2.973126748277634679e+00
3.551679826901585812e+01 2.715341909863758474e+01 -1.642297533251435571e+00
