# popc % Change in inner leaflet for pc junc
#  1st Col = Time (us)	 2nd Col = % Change
0.000000000000000000e+00 -1.077510434234747461e-01
8.077544426494346220e-04 -1.047881103151722115e-01
1.615508885298869244e-03 -1.050774169879324788e-01
2.423263327948304083e-03 -1.020138357574111865e-01
3.231017770597738488e-03 -9.789175985521295087e-02
4.038772213247172893e-03 -9.144325317104495809e-02
4.846526655896608166e-03 -8.318548009211124139e-02
5.654281098546042571e-03 -7.685929567256423456e-02
6.462035541195476976e-03 -7.350138350230284168e-02
7.269789983844911381e-03 -6.829246242166919778e-02
8.077544426494345786e-03 -6.235737049450575109e-02
8.885298869143781059e-03 -5.563180313380278880e-02
9.693053311793216331e-03 -5.909855066537317986e-02
1.050080775444264987e-02 -5.848959444661328694e-02
1.130856219709208514e-02 -5.187078160880954220e-02
1.211631663974151868e-02 -3.979290084187470794e-02
1.292407108239095395e-02 -3.604036682605871178e-02
1.373182552504038922e-02 -2.697211908692432117e-02
1.453957996768982276e-02 -1.722333766274886449e-02
1.534733441033925803e-02 -1.542639056424177646e-02
1.615508885298869157e-02 -1.414377828108936974e-02
1.696284329563812684e-02 -1.098239682671087354e-02
1.777059773828756212e-02 -6.854522628022330366e-03
1.857835218093699739e-02 -4.573634918773939774e-03
1.938610662358643266e-02 -1.141792147195364038e-02
2.019386106623586447e-02 -1.015960552834327402e-02
2.100161550888529974e-02 -8.441061334154788612e-03
2.180936995153473501e-02 -1.350741220965123723e-02
2.261712439418417028e-02 -1.464101224807157035e-02
2.342487883683360556e-02 -1.285125019077670849e-02
2.423263327948303736e-02 -8.549469391029074217e-03
2.504038772213247263e-02 -6.416113812824698372e-03
2.584814216478190790e-02 -9.363652510175233742e-03
2.665589660743134318e-02 -1.267525319869467100e-02
2.746365105008077845e-02 -1.360807902596051014e-02
2.827140549273021025e-02 -8.129468201930613661e-03
2.907915993537964552e-02 -5.716424778450469348e-03
2.988691437802908080e-02 -3.870847159255230707e-04
3.069466882067851607e-02 4.687082563022303659e-03
3.150242326332795134e-02 8.656168024551824658e-03
3.231017770597738314e-02 8.486715000319611235e-03
3.311793214862682189e-02 1.463714467128474431e-02
3.392568659127625369e-02 1.833085587212290868e-02
3.473344103392568549e-02 2.156877070571971977e-02
3.554119547657512423e-02 2.353482170736875823e-02
3.634894991922455604e-02 2.591672020555924397e-02
3.715670436187399478e-02 2.923430109246383246e-02
3.796445880452342658e-02 3.736842515529503750e-02
3.877221324717286532e-02 4.285096396296683707e-02
3.957996768982229713e-02 4.876268158454721141e-02
4.038772213247172893e-02 5.558641756056781347e-02
4.119547657512116767e-02 5.267069271180147005e-02
4.200323101777059948e-02 5.875566295715951154e-02
4.281098546042003822e-02 6.230418073172239168e-02
4.361873990306947002e-02 5.754505522740217122e-02
4.442649434571890182e-02 5.425798037346485359e-02
4.523424878836834057e-02 5.002539464903721367e-02
4.604200323101777237e-02 4.385465801963995408e-02
4.684975767366721111e-02 4.547967008701059993e-02
4.765751211631664291e-02 4.551791928112902674e-02
4.846526655896607472e-02 4.178913193020306061e-02
4.927302100161551346e-02 3.346842604363575724e-02
5.008077544426494526e-02 3.736859849592955030e-02
5.088852988691438400e-02 3.858902774603367725e-02
5.169628432956381581e-02 3.701202183835894388e-02
5.250403877221324761e-02 3.019365289636088620e-02
5.331179321486268635e-02 3.019500898109139797e-02
5.411954765751211816e-02 2.915384348087890140e-02
5.492730210016155690e-02 2.874972662447916605e-02
5.573505654281098870e-02 2.921111216725069334e-02
5.654281098546042050e-02 3.427100323786346631e-02
5.735056542810985925e-02 3.648195300122879930e-02
5.815831987075929105e-02 4.335955755326503791e-02
5.896607431340872979e-02 5.415735355881934332e-02
5.977382875605816159e-02 6.489984728569986316e-02
6.058158319870759340e-02 7.335980184032742102e-02
6.138933764135703214e-02 7.915029465936829212e-02
6.219709208400646394e-02 8.608022832105977074e-02
6.300484652665590268e-02 8.805625626781642123e-02
6.381260096930534143e-02 9.473629476629885637e-02
6.462035541195476629e-02 9.722815827677643019e-02
