# PC/DOPE System Inner Leaflet Force Data
#  1st Col = Rho	 2nd Col = Z	 3rd Col = Force
7.500000000000000000e+00 5.000000000000000000e-01 1.832455279994276709e-01
7.500000000000000000e+00 1.500000000000000000e+00 1.893894195863939367e-01
7.500000000000000000e+00 2.500000000000000000e+00 1.910985701279636351e-01
7.500000000000000000e+00 3.500000000000000000e+00 1.808498987249318180e-01
7.500000000000000000e+00 4.500000000000000000e+00 1.858024359917758439e-01
7.500000000000000000e+00 5.500000000000000000e+00 1.868460002316715551e-01
7.500000000000000000e+00 6.500000000000000000e+00 1.967921642842468122e-01
7.500000000000000000e+00 7.500000000000000000e+00 1.897765287650812205e-01
7.500000000000000000e+00 8.500000000000000000e+00 1.976728748682194670e-01
7.500000000000000000e+00 9.500000000000000000e+00 2.116051422131828008e-01
7.500000000000000000e+00 1.050000000000000000e+01 2.073986974944416195e-01
7.500000000000000000e+00 1.150000000000000000e+01 2.241493156896388061e-01
7.500000000000000000e+00 1.250000000000000000e+01 2.570989028124765485e-01
7.500000000000000000e+00 1.350000000000000000e+01 2.576616997798998332e-01
7.500000000000000000e+00 1.450000000000000000e+01 2.398505989580475284e-01
7.509998666737775608e+00 1.549986667733292656e+01 1.744303894394546861e-01
7.589892051826671704e+00 1.649640259111149021e+01 1.596256329837144883e-01
7.749167776984479339e+00 1.748336663493826393e+01 1.507175986120795064e-01
7.986807021115363447e+00 1.845444560705142223e+01 1.630358008237002276e-01
8.301289704025814231e+00 1.940342791593862515e+01 1.744121109200054975e-01
8.690604209750457443e+00 2.032424331332499534e+01 1.869585636326384637e-01
9.152260254029377151e+00 2.121100172304671005e+01 2.008406100647712189e-01
9.683304813629021623e+00 2.205803091743794297e+01 1.978558079043396534e-01
1.028034101561340030e+01 2.285991280023085892e+01 2.012674163990620657e-01
1.093954986573868560e+01 2.361151806388189200e+01 1.953964560651109961e-01
1.165671467698364694e+01 2.430803899963574111e+01 1.884592390758212388e-01
1.242724804195671418e+01 2.494502025045457572e+01 1.912125199413053367e-01
1.324622117664825183e+01 2.551838731009870642e+01 1.834266718636535509e-01
1.410839544782825072e+01 2.602447258606184377e+01 1.717328961502625206e-01
1.500825588242158659e+01 2.646003885964708502e+01 1.621582683799226432e-01
1.594004644451529806e+01 2.682229999311923763e+01 1.542460959293719680e-01
1.689780685434534035e+01 2.710893875147831622e+01 1.449773527693917208e-01
1.787541071374698731e+01 2.731812162485575257e+01 1.315483516357665861e-01
1.886660469419612696e+01 2.744851055672049966e+01 1.380118287166841873e-01
1.986504853677165627e+01 2.749927150287457778e+01 1.678971104779455881e-01
2.086504591506379214e+01 2.750000000000000000e+01 2.211167256185558316e-01
2.186504591506379214e+01 2.750000000000000000e+01 2.297359978738776620e-01
2.286504591506379214e+01 2.750000000000000000e+01 2.200951817287871148e-01
2.386504591506379214e+01 2.750000000000000000e+01 2.132669134023773561e-01
2.486504591506379214e+01 2.750000000000000000e+01 1.960007036868654795e-01
2.586504591506379214e+01 2.750000000000000000e+01 1.949948888117564727e-01
2.686504591506379214e+01 2.750000000000000000e+01 1.924092909884938252e-01
2.786504591506379214e+01 2.750000000000000000e+01 1.996921817891647022e-01
2.886504591506379214e+01 2.750000000000000000e+01 1.957736518774746415e-01
2.986504591506379214e+01 2.750000000000000000e+01 1.911104178693734945e-01
3.086504591506379214e+01 2.750000000000000000e+01 1.898160011962397309e-01
3.186504591506379214e+01 2.750000000000000000e+01 1.967293528733889407e-01
3.286504591506378858e+01 2.750000000000000000e+01 2.001336598511418152e-01
3.386504591506378858e+01 2.750000000000000000e+01 1.990567752214481567e-01
3.486504591506378858e+01 2.750000000000000000e+01 1.963095518765110292e-01
3.586504591506378858e+01 2.750000000000000000e+01 1.944077084520445808e-01
3.686504591506378858e+01 2.750000000000000000e+01 2.375137927165129892e-01
3.786504591506378858e+01 2.750000000000000000e+01 2.351944691848527891e-01
